Date,Open,High,Low,Close,Volume,Open Interest
2020-03-16,99.4,99.4,99.4,99.4,0.0,0.0
2020-03-17,99.35,99.35,99.35,99.35,0.0,0.0
2020-03-18,99.245,99.245,99.245,99.245,0.0,0.0
2020-03-19,99.35,99.35,99.35,99.35,0.0,0.0
2020-03-20,99.41,99.41,99.41,99.41,0.0,0.0
2020-03-23,99.49,99.49,99.49,99.49,0.0,0.0
2020-03-24,99.43,99.43,99.43,99.43,0.0,0.0
2020-03-25,99.435,99.435,99.435,99.435,0.0,0.0
2020-03-26,99.465,99.465,99.465,99.465,0.0,0.0
2020-03-27,99.485,99.485,99.485,99.485,0.0,0.0
2020-03-30,99.53,99.53,99.53,99.53,0.0,0.0
2020-03-31,99.5,99.5,99.5,99.5,0.0,0.0
2020-04-01,99.525,99.525,99.525,99.525,0.0,0.0
2020-04-02,99.51,99.51,99.51,99.51,0.0,0.0
2020-04-03,99.515,99.515,99.515,99.515,0.0,0.0
2020-04-06,99.455,99.455,99.455,99.455,0.0,0.0
2020-04-07,99.41,99.41,99.41,99.41,0.0,0.0
2020-04-08,99.425,99.425,99.425,99.425,0.0,0.0
2020-04-09,99.445,99.445,99.445,99.445,0.0,0.0
2020-04-13,99.435,99.435,99.435,99.435,0.0,0.0
2020-04-14,99.45,99.45,99.45,99.45,0.0,0.0
2020-04-15,99.48,99.48,99.48,99.48,0.0,0.0
2020-04-16,99.49,99.49,99.49,99.49,0.0,0.0
2020-04-17,99.505,99.505,99.505,99.505,0.0,0.0
2020-04-20,99.515,99.515,99.515,99.515,0.0,0.0
2020-04-21,99.535,99.535,99.535,99.535,0.0,0.0
2020-04-22,99.525,99.525,99.525,99.525,0.0,0.0
2020-04-23,99.53,99.53,99.53,99.53,0.0,0.0
2020-04-24,99.53,99.53,99.53,99.53,0.0,0.0
2020-04-27,99.52,99.52,99.52,99.52,0.0,0.0
2020-04-28,99.525,99.525,99.525,99.525,0.0,0.0
2020-04-29,99.54,99.54,99.54,99.54,0.0,0.0
2020-04-30,99.55,99.55,99.55,99.55,0.0,0.0
2020-05-01,99.545,99.545,99.545,99.545,0.0,0.0
2020-05-04,99.56,99.56,99.56,99.56,0.0,0.0
2020-05-05,99.555,99.555,99.555,99.555,0.0,0.0
2020-05-06,99.57,99.57,99.57,99.57,0.0,0.0
2020-05-07,99.625,99.625,99.625,99.625,0.0,0.0
2020-05-08,99.615,99.615,99.615,99.615,0.0,0.0
2020-05-11,99.595,99.595,99.595,99.595,0.0,0.0
2020-05-12,99.595,99.595,99.595,99.595,0.0,0.0
2020-05-13,99.615,99.615,99.615,99.615,0.0,0.0
2020-05-14,99.625,99.625,99.625,99.625,0.0,0.0
2020-05-15,99.65,99.65,99.65,99.65,0.0,0.0
2020-05-18,99.605,99.605,99.605,99.605,0.0,0.0
2020-05-19,99.605,99.605,99.605,99.605,0.0,0.0
2020-05-20,99.6,99.6,99.6,99.6,0.0,0.0
2020-05-21,99.6,99.6,99.6,99.6,0.0,0.0
2020-05-22,99.605,99.605,99.605,99.605,0.0,0.0
2020-05-26,99.6,99.6,99.6,99.6,0.0,0.0
2020-05-27,99.595,99.595,99.595,99.595,0.0,0.0
2020-05-28,99.59,99.59,99.59,99.59,0.0,0.0
2020-05-29,99.61,99.61,99.61,99.61,0.0,0.0
2020-06-01,99.62,99.62,99.62,99.62,0.0,0.0
2020-06-02,99.615,99.615,99.615,99.615,0.0,0.0
2020-06-03,99.58,99.58,99.58,99.58,0.0,0.0
2020-06-04,99.565,99.565,99.565,99.565,0.0,0.0
2020-06-05,99.5,99.5,99.5,99.5,0.0,0.0
2020-06-08,99.505,99.505,99.505,99.505,0.0,0.0
2020-06-09,99.54,99.54,99.54,99.54,0.0,0.0
2020-06-10,99.59,99.59,99.59,99.59,0.0,0.0
2020-06-11,99.615,99.615,99.615,99.615,0.0,0.0
2020-06-12,99.605,99.605,99.605,99.605,0.0,0.0
2020-06-15,99.615,99.615,99.615,99.615,0.0,0.0
2020-06-16,99.6,99.6,99.6,99.6,0.0,0.0
2020-06-17,99.62,99.62,99.62,99.62,0.0,0.0
2020-06-18,99.625,99.625,99.625,99.625,0.0,0.0
2020-06-19,99.645,99.645,99.645,99.645,0.0,0.0
2020-06-22,99.655,99.655,99.655,99.655,0.0,0.0
2020-06-23,99.66,99.66,99.66,99.66,0.0,0.0
2020-06-24,99.66,99.66,99.66,99.66,0.0,0.0
2020-06-25,99.66,99.66,99.66,99.66,0.0,0.0
2020-06-26,99.68,99.68,99.68,99.68,0.0,0.0
2020-06-29,99.69,99.69,99.69,99.69,0.0,0.0
2020-06-30,99.69,99.69,99.69,99.69,0.0,0.0
2020-07-01,99.67,99.67,99.67,99.67,0.0,0.0
2020-07-02,99.68,99.68,99.68,99.68,0.0,0.0
2020-07-06,99.68,99.68,99.68,99.68,0.0,0.0
2020-07-07,99.685,99.685,99.685,99.685,0.0,0.0
2020-07-08,99.69,99.69,99.69,99.69,0.0,0.0
2020-07-09,99.705,99.705,99.705,99.705,0.0,0.0
2020-07-10,99.69,99.69,99.69,99.69,0.0,0.0
2020-07-13,99.675,99.675,99.675,99.675,0.0,0.0
2020-07-14,99.675,99.675,99.675,99.675,0.0,0.0
2020-07-15,99.665,99.665,99.665,99.665,0.0,0.0
2020-07-16,99.67,99.67,99.67,99.67,0.0,0.0
2020-07-17,99.67,99.67,99.67,99.67,0.0,0.0
2020-07-20,99.675,99.675,99.675,99.675,0.0,0.0
2020-07-21,99.675,99.675,99.675,99.675,0.0,0.0
2020-07-22,99.68,99.68,99.68,99.68,0.0,0.0
2020-07-23,99.68,99.68,99.68,99.68,0.0,0.0
2020-07-24,99.675,99.675,99.675,99.675,0.0,0.0
2020-07-27,99.665,99.665,99.665,99.665,0.0,0.0
2020-07-28,99.67,99.67,99.67,99.67,0.0,0.0
2020-07-29,99.68,99.68,99.68,99.68,0.0,0.0
2020-07-30,99.7,99.7,99.7,99.7,0.0,0.0
2020-07-31,99.705,99.705,99.705,99.705,0.0,0.0
2020-08-03,99.71,99.71,99.71,99.71,0.0,0.0
2020-08-04,99.72,99.72,99.72,99.72,0.0,0.0
2020-08-05,99.71,99.71,99.71,99.71,0.0,0.0
2020-08-06,99.705,99.705,99.705,99.705,0.0,0.0
2020-08-07,99.685,99.685,99.685,99.685,0.0,0.0
2020-08-10,99.675,99.675,99.675,99.675,0.0,0.0
2020-08-11,99.64,99.64,99.64,99.64,0.0,0.0
2020-08-12,99.64,99.64,99.64,99.64,0.0,0.0
2020-08-13,99.635,99.635,99.635,99.635,0.0,0.0
2020-08-14,99.635,99.635,99.635,99.635,0.0,0.0
2020-08-17,99.645,99.645,99.645,99.645,0.0,0.0
2020-08-18,99.66,99.66,99.66,99.66,0.0,0.0
2020-08-19,99.67,99.67,99.67,99.67,0.0,0.0
2020-08-20,99.67,99.67,99.67,99.67,0.0,0.0
2020-08-21,99.66,99.66,99.66,99.66,0.0,0.0
2020-08-24,99.665,99.665,99.665,99.665,0.0,0.0
2020-08-25,99.655,99.655,99.655,99.655,0.0,0.0
2020-08-26,99.65,99.65,99.65,99.65,0.0,0.0
2020-08-27,99.64,99.64,99.64,99.64,0.0,0.0
2020-08-28,99.66,99.66,99.66,99.66,0.0,0.0
2020-08-31,99.665,99.665,99.665,99.665,0.0,0.0
2020-09-01,99.67,99.67,99.67,99.67,0.0,0.0
2020-09-02,99.66,99.66,99.66,99.66,0.0,0.0
2020-09-03,99.67,99.67,99.67,99.67,0.0,0.0
2020-09-04,99.64,99.64,99.64,99.64,0.0,0.0
2020-09-08,99.65,99.65,99.65,99.65,0.0,0.0
